Symbol,company_url,Name,Link,Price_intraday,Change,Change_pct,Volume,Avg_Vol(3M),Market_Cap,P/E_Ratio(TTM)
NRXXY,https://finance.yahoo.com/quote/NRXXY/,Nordex SE,https://finance.yahoo.com/chart/NRXXY,6.19,0.00,0.00%,102,10,2.927B,+121.63
MTH,https://finance.yahoo.com/quote/MTH/,Meritage Homes Corporation,https://finance.yahoo.com/chart/MTH,80.76,+0.18,+0.22%,"655,386","932,137",2.922B,+8.05
MGRC,https://finance.yahoo.com/quote/MGRC/,McGrath RentCorp,https://finance.yahoo.com/chart/MGRC,119.00,+1.13,+0.96%,"118,397","185,921",2.922B,+13.05
PEB-PF,https://finance.yahoo.com/quote/PEB-PF/,Pebblebrook Hotel Trust,https://finance.yahoo.com/chart/PEB-PF,19.85,+0.29,+1.48%,"21,793","8,332",2.921B,-49.46
GULRY,https://finance.yahoo.com/quote/GULRY/,Guoco Group Limited,https://finance.yahoo.com/chart/GULRY,17.75,0.00,0.00%,100,8,2.92B,+6.56
FBOHY,https://finance.yahoo.com/quote/FBOHY/,Forbo Holding AG,https://finance.yahoo.com/chart/FBOHY,38.86,0.00,0.00%,7,3,2.917B,+13.19
ACAD,https://finance.yahoo.com/quote/ACAD/,ACADIA Pharmaceuticals Inc.,https://finance.yahoo.com/chart/ACAD,17.52,+0.01,+0.06%,1.515M,2.375M,2.915B,+22.66
ATKR,https://finance.yahoo.com/quote/ATKR/,Atkore Inc.,https://finance.yahoo.com/chart/ATKR,83.45,-0.31,-0.37%,"275,063","616,645",2.913B,+6.50
LIFX,https://finance.yahoo.com/quote/LIFX/,"Life360, Inc.",https://finance.yahoo.com/chart/LIFX,13.00,0.00,0.00%,18,317,2.912B,-189.35
TGNA,https://finance.yahoo.com/quote/TGNA/,TEGNA Inc.,https://finance.yahoo.com/chart/TGNA,18.07,-0.23,-1.26%,1.218M,1.596M,2.911B,+6.65
GGNDF,https://finance.yahoo.com/quote/GGNDF/,GN Store Nord A/S,https://finance.yahoo.com/chart/GGNDF,18.95,0.00,0.00%,138,34,2.911B,+29.53
SJMHY,https://finance.yahoo.com/quote/SJMHY/,SJM Holdings Limited,https://finance.yahoo.com/chart/SJMHY,1.24,0.00,0.00%,"1,300",677,2.91B,-21.41
CWSRF,https://finance.yahoo.com/quote/CWSRF/,Chartwell Retirement Residences,https://finance.yahoo.com/chart/CWSRF,10.68,0.00,0.00%,476,"1,413",2.91B,--
RLJ-PA,https://finance.yahoo.com/quote/RLJ-PA/,RLJ Lodging Trust,https://finance.yahoo.com/chart/RLJ-PA,25.31,-0.06,-0.24%,"39,573","28,860",2.906B,+34.70
PEB-PE,https://finance.yahoo.com/quote/PEB-PE/,Pebblebrook Hotel Trust,https://finance.yahoo.com/chart/PEB-PE,19.56,+0.02,+0.10%,"24,194","13,103",2.903B,-49.46
LMHDF,https://finance.yahoo.com/quote/LMHDF/,LEM Holding SA,https://finance.yahoo.com/chart/LMHDF,"2,548.66",0.00,0.00%,3,0,2.903B,+26.57
SAM,https://finance.yahoo.com/quote/SAM/,"The Boston Beer Company, Inc.",https://finance.yahoo.com/chart/SAM,252.74,-3.83,-1.49%,"191,097","127,862",2.903B,+48.26
UEC,https://finance.yahoo.com/quote/UEC/,Uranium Energy Corp.,https://finance.yahoo.com/chart/UEC,6.85,-0.13,-1.86%,7.339M,7.955M,2.898B,--
TDW,https://finance.yahoo.com/quote/TDW/,Tidewater Inc.,https://finance.yahoo.com/chart/TDW,55.37,-1.14,-2.02%,"872,115",1.145M,2.897B,+15.62
CBCY,https://finance.yahoo.com/quote/CBCY/,"Central Bancompany, Inc.",https://finance.yahoo.com/chart/CBCY,680.00,0.00,0.00%,4,10,2.893B,+10.58
CWYUF,https://finance.yahoo.com/quote/CWYUF/,SmartCentres Real Estate Investment Trust,https://finance.yahoo.com/chart/CWYUF,16.97,+0.10,+0.59%,100,"32,921",2.885B,--
ESGRO,https://finance.yahoo.com/quote/ESGRO/,Enstar Group Limited,https://finance.yahoo.com/chart/ESGRO,20.34,-0.06,-0.29%,"8,533","20,808",2.884B,+4.90
HSQVY,https://finance.yahoo.com/quote/HSQVY/,Husqvarna AB (publ),https://finance.yahoo.com/chart/HSQVY,10.30,-0.02,-0.19%,872,"85,873",2.884B,+25.68
DRXGF,https://finance.yahoo.com/quote/DRXGF/,Drax Group plc,https://finance.yahoo.com/chart/DRXGF,7.62,0.00,0.00%,2,143,2.884B,+3.98
MCY,https://finance.yahoo.com/quote/MCY/,Mercury General Corporation,https://finance.yahoo.com/chart/MCY,52.07,-0.83,-1.57%,"611,486","413,508",2.883B,+7.38
ALRHF,https://finance.yahoo.com/quote/ALRHF/,Allreal Holding AG,https://finance.yahoo.com/chart/ALRHF,171.41,0.00,0.00%,16,0,2.883B,+29.24
REMYF,https://finance.yahoo.com/quote/REMYF/,Rémy Cointreau SA,https://finance.yahoo.com/chart/REMYF,55.51,0.00,0.00%,500,440,2.883B,--
RGNLF,https://finance.yahoo.com/quote/RGNLF/,REGIONAL SAB DE CV,https://finance.yahoo.com/chart/RGNLF,8.78,0.00,0.00%,"2,300",37,2.879B,+6.08
TPZEF,https://finance.yahoo.com/quote/TPZEF/,Topaz Energy Corp.,https://finance.yahoo.com/chart/TPZEF,18.77,-0.08,-0.42%,100,"3,713",2.879B,+65.69
CSQ,https://finance.yahoo.com/quote/CSQ/,Calamos Strategic Total Return Fund,https://finance.yahoo.com/chart/CSQ,17.94,-0.01,-0.06%,"163,138","196,780",2.877B,+5.96
TAVHY,https://finance.yahoo.com/quote/TAVHY/,TAV Havalimanlari Holding A.S.,https://finance.yahoo.com/chart/TAVHY,31.40,+0.40,+1.29%,18,"1,719",2.876B,+10.13
SNDFY,https://finance.yahoo.com/quote/SNDFY/,Sandfire Resources Limited,https://finance.yahoo.com/chart/SNDFY,18.00,0.00,0.00%,200,3,2.875B,-172.53
PYTCY,https://finance.yahoo.com/quote/PYTCY/,Playtech plc,https://finance.yahoo.com/chart/PYTCY,17.11,0.00,0.00%,1,12,2.875B,+24.38
KGBLY,https://finance.yahoo.com/quote/KGBLY/,Kingboard Laminates Holdings Limited,https://finance.yahoo.com/chart/KGBLY,18.99,0.00,0.00%,400,7,2.874B,+19.34
CHFFY,https://finance.yahoo.com/quote/CHFFY/,China Everbright Environment Group Limited,https://finance.yahoo.com/chart/CHFFY,4.26,0.00,0.00%,98,1,2.872B,+5.37
PRKS,https://finance.yahoo.com/quote/PRKS/,United Parks & Resorts Inc.,https://finance.yahoo.com/chart/PRKS,52.21,-1.30,-2.43%,1.296M,"728,662",2.872B,+15.26
GBNXF,https://finance.yahoo.com/quote/GBNXF/,Gibson Energy Inc.,https://finance.yahoo.com/chart/GBNXF,17.61,0.00,0.00%,500,"5,719",2.869B,+17.68
SGHC,https://finance.yahoo.com/quote/SGHC/,Super Group (SGHC) Limited,https://finance.yahoo.com/chart/SGHC,5.72,-0.01,-0.17%,"414,516","567,629",2.868B,+617.84
PLMR,https://finance.yahoo.com/quote/PLMR/,"Palomar Holdings, Inc.",https://finance.yahoo.com/chart/PLMR,108.37,+1.26,+1.18%,"159,211","150,098",2.868B,+23.93
CHFFF,https://finance.yahoo.com/quote/CHFFF/,China Everbright Environment Group Limited,https://finance.yahoo.com/chart/CHFFF,0.46,0.00,0.00%,"30,300",513,2.866B,+5.37
REMYY,https://finance.yahoo.com/quote/REMYY/,Rémy Cointreau SA,https://finance.yahoo.com/chart/REMYY,5.52,+0.13,+2.41%,"1,000","36,944",2.862B,--
BUR,https://finance.yahoo.com/quote/BUR/,Burford Capital Limited,https://finance.yahoo.com/chart/BUR,13.03,-0.07,-0.53%,"777,818","775,162",2.859B,+11.43
VSCO,https://finance.yahoo.com/quote/VSCO/,Victoria's Secret & Co.,https://finance.yahoo.com/chart/VSCO,36.37,+0.14,+0.39%,1.518M,2.017M,2.856B,--
AWR,https://finance.yahoo.com/quote/AWR/,American States Water Company,https://finance.yahoo.com/chart/AWR,75.49,+1.61,+2.18%,"221,165","210,168",2.853B,+28.69
CC,https://finance.yahoo.com/quote/CC/,The Chemours Company,https://finance.yahoo.com/chart/CC,19.09,+0.30,+1.60%,"892,892",1.722M,2.852B,+38.15
HUBG,https://finance.yahoo.com/quote/HUBG/,"Hub Group, Inc.",https://finance.yahoo.com/chart/HUBG,46.48,+0.59,+1.29%,"760,097","545,470",2.852B,+28.41
AFSIM,https://finance.yahoo.com/quote/AFSIM/,"AmTrust Financial Services, Inc.",https://finance.yahoo.com/chart/AFSIM,14.40,0.00,0.00%,100,"3,340",2.847B,+15.10
CVBF,https://finance.yahoo.com/quote/CVBF/,CVB Financial Corp.,https://finance.yahoo.com/chart/CVBF,20.37,-0.40,-1.93%,"844,959","830,581",2.845B,+15.89
JFROF,https://finance.yahoo.com/quote/JFROF/,"J. Front Retailing Co., Ltd.",https://finance.yahoo.com/chart/JFROF,11.10,0.00,0.00%,100,35,2.845B,+9.71
HCC,https://finance.yahoo.com/quote/HCC/,"Warrior Met Coal, Inc.",https://finance.yahoo.com/chart/HCC,54.36,+0.46,+0.85%,"548,383","703,398",2.844B,+9.03
ASB-PE,https://finance.yahoo.com/quote/ASB-PE/,Associated Banc-Corp,https://finance.yahoo.com/chart/ASB-PE,22.09,-0.17,-0.76%,"3,533","5,521",2.844B,+22.68
VRBCF,https://finance.yahoo.com/quote/VRBCF/,Virbac SA,https://finance.yahoo.com/chart/VRBCF,339.23,0.00,0.00%,1,1,2.841B,+20.05
LAUR,https://finance.yahoo.com/quote/LAUR/,"Laureate Education, Inc.",https://finance.yahoo.com/chart/LAUR,18.83,+0.01,+0.05%,"536,000","636,291",2.837B,+11.51
WBRBY,https://finance.yahoo.com/quote/WBRBY/,Wienerberger AG,https://finance.yahoo.com/chart/WBRBY,5.09,0.00,0.00%,200,"4,309",2.836B,+42.05
SKXJF,https://finance.yahoo.com/quote/SKXJF/,"Sankyo Co., Ltd.",https://finance.yahoo.com/chart/SKXJF,12.23,0.00,0.00%,300,5,2.835B,+10.43
JOE,https://finance.yahoo.com/quote/JOE/,The St. Joe Company,https://finance.yahoo.com/chart/JOE,48.52,+0.60,+1.25%,"182,758","290,818",2.833B,+43.24
SLOIY,https://finance.yahoo.com/quote/SLOIY/,Soitec SA,https://finance.yahoo.com/chart/SLOIY,35.75,0.00,0.00%,151,4,2.832B,--
ESGRP,https://finance.yahoo.com/quote/ESGRP/,Enstar Group Limited,https://finance.yahoo.com/chart/ESGRP,20.12,-0.03,-0.15%,"15,169","66,872",2.831B,+4.90
GARPF,https://finance.yahoo.com/quote/GARPF/,Golden Agri-Resources Ltd,https://finance.yahoo.com/chart/GARPF,0.18,0.00,0.00%,"50,000","2,026",2.831B,--
SFRRF,https://finance.yahoo.com/quote/SFRRF/,Sandfire Resources Limited,https://finance.yahoo.com/chart/SFRRF,5.91,0.00,0.00%,200,418,2.831B,-172.53
JJSF,https://finance.yahoo.com/quote/JJSF/,J&J Snack Foods Corp.,https://finance.yahoo.com/chart/JJSF,144.96,+2.00,+1.40%,"100,448","79,478",2.824B,+38.95
FLNC,https://finance.yahoo.com/quote/FLNC/,"Fluence Energy, Inc.",https://finance.yahoo.com/chart/FLNC,15.58,-0.13,-0.83%,2.511M,2.87M,2.822B,-113.89
UVRBF,https://finance.yahoo.com/quote/UVRBF/,Universal Robina Corporation,https://finance.yahoo.com/chart/UVRBF,1.31,0.00,0.00%,200,1,2.82B,+17.03
JMPLY,https://finance.yahoo.com/quote/JMPLY/,Johnson Matthey Plc,https://finance.yahoo.com/chart/JMPLY,33.29,+0.31,+0.94%,100,"6,706",2.82B,--
BOH,https://finance.yahoo.com/quote/BOH/,Bank of Hawaii Corporation,https://finance.yahoo.com/chart/BOH,70.87,-0.43,-0.60%,"368,457","370,131",2.817B,+23.34
QDEL,https://finance.yahoo.com/quote/QDEL/,QuidelOrtho Corporation,https://finance.yahoo.com/chart/QDEL,41.88,+1.61,+4.00%,"933,931","943,029",2.817B,-1.44
IOSP,https://finance.yahoo.com/quote/IOSP/,Innospec Inc.,https://finance.yahoo.com/chart/IOSP,112.90,-0.16,-0.14%,"124,615","121,006",2.816B,+21.25
NVCR,https://finance.yahoo.com/quote/NVCR/,NovoCure Limited,https://finance.yahoo.com/chart/NVCR,26.02,-0.33,-1.25%,"845,318",1.257M,2.815B,-12.84
SHPPF,https://finance.yahoo.com/quote/SHPPF/,Redcare Pharmacy NV,https://finance.yahoo.com/chart/SHPPF,139.16,0.00,0.00%,100,45,2.814B,--
BHC,https://finance.yahoo.com/quote/BHC/,Bausch Health Companies Inc.,https://finance.yahoo.com/chart/BHC,7.65,+0.08,+1.06%,"983,043",1.577M,2.814B,-18.12
PHPPY,https://finance.yahoo.com/quote/PHPPY/,Signify N.V.,https://finance.yahoo.com/chart/PHPPY,11.15,0.00,0.00%,850,485,2.813B,+10.00
GGGSY,https://finance.yahoo.com/quote/GGGSY/,Greggs plc,https://finance.yahoo.com/chart/GGGSY,8.93,0.00,0.00%,400,626,2.812B,+19.46
VEMLY,https://finance.yahoo.com/quote/VEMLY/,Venture Corporation Limited,https://finance.yahoo.com/chart/VEMLY,46.24,0.00,0.00%,499,636,2.81B,+14.43
SFNC,https://finance.yahoo.com/quote/SFNC/,Simmons First National Corporation,https://finance.yahoo.com/chart/SFNC,22.37,-0.06,-0.27%,"533,796","668,662",2.809B,+24.33
OSIS,https://finance.yahoo.com/quote/OSIS/,"OSI Systems, Inc.",https://finance.yahoo.com/chart/OSIS,168.00,+4.79,+2.93%,"257,199","214,880",2.807B,+19.89
PK,https://finance.yahoo.com/quote/PK/,Park Hotels & Resorts Inc.,https://finance.yahoo.com/chart/PK,13.60,-0.20,-1.45%,2.528M,3.359M,2.807B,+9.63
AWTRF,https://finance.yahoo.com/quote/AWTRF/,Air Water Inc.,https://finance.yahoo.com/chart/AWTRF,11.28,0.00,0.00%,1,4,2.804B,+9.12
CPRI,https://finance.yahoo.com/quote/CPRI/,Capri Holdings Limited,https://finance.yahoo.com/chart/CPRI,23.78,+0.81,+3.53%,3.135M,5.348M,2.804B,-6.47
CCOJY,https://finance.yahoo.com/quote/CCOJY/,Coca-Cola Bottlers Japan Holdings Inc.,https://finance.yahoo.com/chart/CCOJY,7.84,+0.04,+0.51%,100,"1,127",2.801B,--
GARPY,https://finance.yahoo.com/quote/GARPY/,Golden Agri-Resources Ltd,https://finance.yahoo.com/chart/GARPY,20.80,0.00,0.00%,127,26,2.797B,--
FOLD,https://finance.yahoo.com/quote/FOLD/,"Amicus Therapeutics, Inc.",https://finance.yahoo.com/chart/FOLD,9.36,+0.09,+0.97%,2.265M,2.504M,2.797B,-30.02
DIOD,https://finance.yahoo.com/quote/DIOD/,Diodes Incorporated,https://finance.yahoo.com/chart/DIOD,60.35,-0.09,-0.15%,"420,187","367,344",2.796B,+42.65
CPK,https://finance.yahoo.com/quote/CPK/,Chesapeake Utilities Corporation,https://finance.yahoo.com/chart/CPK,123.34,+3.18,+2.65%,"69,625","92,486",2.796B,+25.76
NHFOF,https://finance.yahoo.com/quote/NHFOF/,NH Foods Ltd.,https://finance.yahoo.com/chart/NHFOF,24.69,0.00,0.00%,"2,000",31,2.795B,+19.62
TTVSY,https://finance.yahoo.com/quote/TTVSY/,Totvs SA,https://finance.yahoo.com/chart/TTVSY,9.50,-0.21,-2.16%,"1,899","73,811",2.794B,+27.76
BAFBF,https://finance.yahoo.com/quote/BAFBF/,Balfour Beatty plc,https://finance.yahoo.com/chart/BAFBF,5.00,0.00,0.00%,100,204,2.793B,+10.24
CMBNF,https://finance.yahoo.com/quote/CMBNF/,Cembra Money Bank AG,https://finance.yahoo.com/chart/CMBNF,91.31,0.00,0.00%,1,2,2.791B,+14.33
ALHC,https://finance.yahoo.com/quote/ALHC/,"Alignment Healthcare, Inc.",https://finance.yahoo.com/chart/ALHC,14.55,+0.65,+4.68%,2.264M,1.87M,2.789B,-16.84
DELKY,https://finance.yahoo.com/quote/DELKY/,Delek Group Ltd.,https://finance.yahoo.com/chart/DELKY,15.00,-0.25,-1.64%,478,"1,912",2.788B,--
ENVA,https://finance.yahoo.com/quote/ENVA/,"Enova International, Inc.",https://finance.yahoo.com/chart/ENVA,106.38,+0.70,+0.66%,"224,513","226,498",2.788B,+16.51
AFSIC,https://finance.yahoo.com/quote/AFSIC/,"AmTrust Financial Services, Inc.",https://finance.yahoo.com/chart/AFSIC,14.10,0.00,0.00%,"6,944","2,388",2.788B,+15.10
AEBZY,https://finance.yahoo.com/quote/AEBZY/,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,https://finance.yahoo.com/chart/AEBZY,0.92,-0.01,-1.08%,"2,000","44,985",2.786B,+10.70
MAN,https://finance.yahoo.com/quote/MAN/,ManpowerGroup Inc.,https://finance.yahoo.com/chart/MAN,59.34,+0.32,+0.54%,"647,350","683,083",2.785B,+81.80
SAEYY,https://finance.yahoo.com/quote/SAEYY/,Redcare Pharmacy NV,https://finance.yahoo.com/chart/SAEYY,13.90,+1.64,+13.38%,200,183,2.783B,--
VCEL,https://finance.yahoo.com/quote/VCEL/,Vericel Corporation,https://finance.yahoo.com/chart/VCEL,56.35,-1.20,-2.09%,"425,122","409,355",2.781B,+756.96
EQGPF,https://finance.yahoo.com/quote/EQGPF/,EQB Inc.,https://finance.yahoo.com/chart/EQGPF,72.25,0.00,0.00%,113,100,2.773B,+9.42
QNTQY,https://finance.yahoo.com/quote/QNTQY/,QinetiQ Group plc,https://finance.yahoo.com/chart/QNTQY,19.75,0.00,0.00%,365,"3,880",2.771B,--
HTLF,https://finance.yahoo.com/quote/HTLF/,"Heartland Financial USA, Inc.",https://finance.yahoo.com/chart/HTLF,64.59,-1.06,-1.61%,"313,850","228,509",2.77B,+37.00
ESRT,https://finance.yahoo.com/quote/ESRT/,"Empire State Realty Trust, Inc.",https://finance.yahoo.com/chart/ESRT,9.60,+0.07,+0.73%,"655,984",1.138M,2.764B,+38.83
SOTDF,https://finance.yahoo.com/quote/SOTDF/,Ströer SE & Co. KGaA,https://finance.yahoo.com/chart/SOTDF,49.60,+0.61,+1.25%,"17,280",4,2.763B,--
BWIN,https://finance.yahoo.com/quote/BWIN/,"The Baldwin Insurance Group, Inc.",https://finance.yahoo.com/chart/BWIN,40.87,+1.27,+3.21%,"429,906","700,644",2.762B,-72.36
KLTHF,https://finance.yahoo.com/quote/KLTHF/,East Buy Holding Limited,https://finance.yahoo.com/chart/KLTHF,0.47,0.00,0.00%,197,2,2.761B,+63.10
SYANY,https://finance.yahoo.com/quote/SYANY/,Sydbank A/S,https://finance.yahoo.com/chart/SYANY,10.38,0.00,0.00%,310,12,2.76B,+5.73
AKO-A,https://finance.yahoo.com/quote/AKO-A/,Embotelladora Andina S.A.,https://finance.yahoo.com/chart/AKO-A,14.96,+0.59,+4.11%,"1,202","1,895",2.756B,+14.03
FIVN,https://finance.yahoo.com/quote/FIVN/,"Five9, Inc.",https://finance.yahoo.com/chart/FIVN,36.60,-0.58,-1.56%,"841,343",1.51M,2.753B,-81.16
PYTCF,https://finance.yahoo.com/quote/PYTCF/,Playtech plc,https://finance.yahoo.com/chart/PYTCF,9.02,0.00,0.00%,500,40,2.75B,+24.38
MANU,https://finance.yahoo.com/quote/MANU/,Manchester United plc,https://finance.yahoo.com/chart/MANU,16.24,-0.13,-0.79%,"141,321","234,537",2.75B,--
STNG,https://finance.yahoo.com/quote/STNG/,Scorpio Tankers Inc.,https://finance.yahoo.com/chart/STNG,54.42,-2.06,-3.65%,"904,288","994,052",2.75B,+3.88
PRK,https://finance.yahoo.com/quote/PRK/,Park National Corporation,https://finance.yahoo.com/chart/PRK,170.15,-0.39,-0.23%,"60,453","62,506",2.749B,+22.90
AEDFF,https://finance.yahoo.com/quote/AEDFF/,Aedifica NV/SA,https://finance.yahoo.com/chart/AEDFF,57.83,0.00,0.00%,100,3,2.749B,+25.60
JMPLF,https://finance.yahoo.com/quote/JMPLF/,Johnson Matthey Plc,https://finance.yahoo.com/chart/JMPLF,16.22,0.00,0.00%,200,80,2.748B,--
UE,https://finance.yahoo.com/quote/UE/,Urban Edge Properties,https://finance.yahoo.com/chart/UE,20.32,+0.29,+1.45%,"651,117","901,821",2.748B,+10.46
MOHCY,https://finance.yahoo.com/quote/MOHCY/,Motor Oil (Hellas) Corinth Refineries S.A.,https://finance.yahoo.com/chart/MOHCY,10.58,0.00,0.00%,198,28,2.748B,--
LCII,https://finance.yahoo.com/quote/LCII/,LCI Industries,https://finance.yahoo.com/chart/LCII,107.78,+1.97,+1.86%,"223,823","230,844",2.744B,+22.40
ACOPY,https://finance.yahoo.com/quote/ACOPY/,The a2 Milk Company Limited,https://finance.yahoo.com/chart/ACOPY,3.38,0.00,0.00%,347,424,2.741B,+22.98
ZLAB,https://finance.yahoo.com/quote/ZLAB/,Zai Lab Limited,https://finance.yahoo.com/chart/ZLAB,25.38,+0.78,+3.17%,"449,190","924,234",2.74B,-10.41
ACKAY,https://finance.yahoo.com/quote/ACKAY/,Arçelik Anonim Sirketi,https://finance.yahoo.com/chart/ACKAY,20.90,0.00,0.00%,169,31,2.74B,-44.81
JTTRY,https://finance.yahoo.com/quote/JTTRY/,"Japan Airport Terminal Co., Ltd.",https://finance.yahoo.com/chart/JTTRY,14.75,0.00,0.00%,100,335,2.738B,+22.02
BICEF,https://finance.yahoo.com/quote/BICEF/,Société BIC SA,https://finance.yahoo.com/chart/BICEF,66.30,0.00,0.00%,"1,700",62,2.736B,+11.95
PBDIF,https://finance.yahoo.com/quote/PBDIF/,PT Bank Danamon Indonesia Tbk,https://finance.yahoo.com/chart/PBDIF,0.31,0.00,0.00%,--,--,2.736B,+12.83
PRGS,https://finance.yahoo.com/quote/PRGS/,Progress Software Corporation,https://finance.yahoo.com/chart/PRGS,63.72,+0.38,+0.60%,"439,553","448,247",2.734B,+36.63
EBRPF,https://finance.yahoo.com/quote/EBRPF/,"Ebro Foods, S.A.",https://finance.yahoo.com/chart/EBRPF,17.76,0.00,0.00%,"3,716",6,2.733B,--
FHNGY,https://finance.yahoo.com/quote/FHNGY/,The Foschini Group Limited,https://finance.yahoo.com/chart/FHNGY,8.41,0.00,0.00%,"1,966",377,2.732B,+16.61
AAP,https://finance.yahoo.com/quote/AAP/,"Advance Auto Parts, Inc.",https://finance.yahoo.com/chart/AAP,45.73,+1.36,+3.07%,"946,917",2.381M,2.732B,--
MFA-PB,https://finance.yahoo.com/quote/MFA-PB/,"MFA Financial, Inc.",https://finance.yahoo.com/chart/MFA-PB,21.08,0.00,0.00%,"12,030","22,380",2.728B,+6.91
PDCO,https://finance.yahoo.com/quote/PDCO/,"Patterson Companies, Inc.",https://finance.yahoo.com/chart/PDCO,30.88,-0.01,-0.03%,1.975M,1.396M,2.727B,--
THKLY,https://finance.yahoo.com/quote/THKLY/,"THK Co., Ltd.",https://finance.yahoo.com/chart/THKLY,11.10,-0.25,-2.20%,"10,000","41,932",2.724B,+27.94
UTG,https://finance.yahoo.com/quote/UTG/,Reaves Utility Income Fund,https://finance.yahoo.com/chart/UTG,33.36,+0.63,+1.92%,"350,653","264,590",2.723B,-86.49
BTGRF,https://finance.yahoo.com/quote/BTGRF/,BTS Group Holdings Public Company Limited,https://finance.yahoo.com/chart/BTGRF,0.15,0.00,0.00%,"5,000","1,040",2.723B,--
DWVYF,https://finance.yahoo.com/quote/DWVYF/,Derwent London Plc,https://finance.yahoo.com/chart/DWVYF,24.25,0.00,0.00%,15,34,2.723B,-6.44
TWST,https://finance.yahoo.com/quote/TWST/,Twist Bioscience Corporation,https://finance.yahoo.com/chart/TWST,45.87,+0.39,+0.86%,"670,550","788,911",2.723B,-11.12
PAR,https://finance.yahoo.com/quote/PAR/,PAR Technology Corporation,https://finance.yahoo.com/chart/PAR,74.94,-1.06,-1.39%,"832,097","489,072",2.721B,-32.45
SZUKF,https://finance.yahoo.com/quote/SZUKF/,"Suzuken Co., Ltd.",https://finance.yahoo.com/chart/SZUKF,30.30,0.00,0.00%,100,1,2.72B,--
CSAN,https://finance.yahoo.com/quote/CSAN/,Cosan S.A.,https://finance.yahoo.com/chart/CSAN,5.84,+0.08,+1.39%,1.436M,"926,206",2.72B,+9.65
NOMD,https://finance.yahoo.com/quote/NOMD/,Nomad Foods Limited,https://finance.yahoo.com/chart/NOMD,16.89,+0.12,+0.72%,"456,835","716,573",2.716B,--
INDB,https://finance.yahoo.com/quote/INDB/,Independent Bank Corp.,https://finance.yahoo.com/chart/INDB,63.92,-0.88,-1.36%,"227,184","274,863",2.716B,+15.84
MRUS,https://finance.yahoo.com/quote/MRUS/,Merus N.V.,https://finance.yahoo.com/chart/MRUS,39.65,+0.31,+0.79%,"615,310","583,309",2.715B,-12.81
NAD,https://finance.yahoo.com/quote/NAD/,Nuveen Quality Municipal Income Fund,https://finance.yahoo.com/chart/NAD,11.63,-0.02,-0.17%,"661,791","874,565",2.715B,+48.30
TSUSF,https://finance.yahoo.com/quote/TSUSF/,Tsuruha Holdings Inc.,https://finance.yahoo.com/chart/TSUSF,55.00,0.00,0.00%,200,290,2.714B,+16.87
KGBLF,https://finance.yahoo.com/quote/KGBLF/,Kingboard Laminates Holdings Limited,https://finance.yahoo.com/chart/KGBLF,0.75,0.00,0.00%,--,--,2.708B,+17.33
AMLTF,https://finance.yahoo.com/quote/AMLTF/,AMP Limited,https://finance.yahoo.com/chart/AMLTF,0.94,0.00,0.00%,200,3,2.704B,+61.06
CPRX,https://finance.yahoo.com/quote/CPRX/,"Catalyst Pharmaceuticals, Inc.",https://finance.yahoo.com/chart/CPRX,22.66,-0.40,-1.73%,1.592M,1.038M,2.703B,+19.34
STLJF,https://finance.yahoo.com/quote/STLJF/,Stella-Jones Inc.,https://finance.yahoo.com/chart/STLJF,48.20,0.00,0.00%,100,"5,944",2.701B,+12.29
VEMLF,https://finance.yahoo.com/quote/VEMLF/,Venture Corporation Limited,https://finance.yahoo.com/chart/VEMLF,9.30,0.00,0.00%,100,414,2.698B,+14.43
QS,https://finance.yahoo.com/quote/QS/,QuantumScape Corporation,https://finance.yahoo.com/chart/QS,5.26,-0.05,-0.94%,12.585M,16.156M,2.696B,-5.11
GT,https://finance.yahoo.com/quote/GT/,The Goodyear Tire & Rubber Company,https://finance.yahoo.com/chart/GT,9.46,+0.09,+0.96%,4.567M,5.127M,2.695B,-9.13
FCPT,https://finance.yahoo.com/quote/FCPT/,"Four Corners Property Trust, Inc.",https://finance.yahoo.com/chart/FCPT,27.73,+0.60,+2.21%,"510,951","635,791",2.686B,+26.08
ATAAY,https://finance.yahoo.com/quote/ATAAY/,Atacadão S.A.,https://finance.yahoo.com/chart/ATAAY,5.09,0.00,0.00%,100,52,2.684B,+651.20
IFMNF,https://finance.yahoo.com/quote/IFMNF/,Dentsu Soken Inc.,https://finance.yahoo.com/chart/IFMNF,32.70,0.00,0.00%,"2,600",34,2.679B,+25.52
TYEKF,https://finance.yahoo.com/quote/TYEKF/,thyssenkrupp AG,https://finance.yahoo.com/chart/TYEKF,4.20,0.00,0.00%,"1,444","1,840",2.678B,-0.83
CON,https://finance.yahoo.com/quote/CON/,"Concentra Group Holdings Parent, Inc.",https://finance.yahoo.com/chart/CON,21.02,+0.18,+0.86%,"374,811","902,873",2.677B,+12.92
TREAY,https://finance.yahoo.com/quote/TREAY/,TERNA ENERGY Industrial Commercial Technical Societe Anonyme,https://finance.yahoo.com/chart/TREAY,43.90,0.00,0.00%,500,157,2.675B,--
BKQNY,https://finance.yahoo.com/quote/BKQNY/,Bank of Queensland Limited,https://finance.yahoo.com/chart/BKQNY,8.05,0.00,0.00%,4,129,2.674B,+16.15
